"","GO.ID","Term","Annotated","Significant","Expected","raw.p.value","padj","ontology"
"10473","GO:0071711","basement membrane organization",63,0,3,"1.00000",1,"BP"
"10474","GO:0071712","ER-associated misfolded protein catabolic process",22,0,1.05,"1.00000",1,"BP"
"10475","GO:0071715","icosanoid transport",49,0,2.34,"1.00000",1,"BP"
"10476","GO:0071716","leukotriene transport",26,0,1.24,"1.00000",1,"BP"
"10477","GO:0071718","sodium-independent icosanoid transport",1,0,0.05,"1.00000",1,"BP"
"10478","GO:0071724","response to diacyl bacterial lipopeptide",1,0,0.05,"1.00000",1,"BP"
"10479","GO:0071725","response to triacyl bacterial lipopeptide",1,0,0.05,"1.00000",1,"BP"
"10480","GO:0071726","cellular response to diacyl bacterial lipopeptide",1,0,0.05,"1.00000",1,"BP"
"10481","GO:0071727","cellular response to triacyl bacterial lipopeptide",1,0,0.05,"1.00000",1,"BP"
"10482","GO:0071731","response to nitric oxide",16,0,0.76,"1.00000",1,"BP"
"10483","GO:0071732","cellular response to nitric oxide",14,0,0.67,"1.00000",1,"BP"
"10484","GO:0071787","endoplasmic reticulum tubular network formation",6,0,0.29,"1.00000",1,"BP"
"10485","GO:0071788","endoplasmic reticulum tubular network maintenance",10,0,0.48,"1.00000",1,"BP"
"10486","GO:0071800","podosome assembly",37,0,1.76,"1.00000",1,"BP"
"10487","GO:0071801","regulation of podosome assembly",12,0,0.57,"1.00000",1,"BP"
"10488","GO:0071803","positive regulation of podosome assembly",10,0,0.48,"1.00000",1,"BP"
"10489","GO:0071816","tail-anchored membrane protein insertion into ER membrane",34,0,1.62,"1.00000",1,"BP"
"10490","GO:0071830","triglyceride-rich lipoprotein particle clearance",3,0,0.14,"1.00000",1,"BP"
"10491","GO:0071831","intermediate-density lipoprotein particle clearance",2,0,0.1,"1.00000",1,"BP"
"10492","GO:0071838","cell proliferation in bone marrow",2,0,0.1,"1.00000",1,"BP"
"10493","GO:0071839","apoptotic process in bone marrow cell",1,0,0.05,"1.00000",1,"BP"
"10494","GO:0071847","TNFSF11-mediated signaling pathway",1,0,0.05,"1.00000",1,"BP"
"10495","GO:0071852","fungal-type cell wall organization or biogenesis",22,0,1.05,"1.00000",1,"BP"
"10496","GO:0071863","regulation of cell proliferation in bone marrow",2,0,0.1,"1.00000",1,"BP"
"10497","GO:0071864","positive regulation of cell proliferation in bone marrow",2,0,0.1,"1.00000",1,"BP"
"10498","GO:0071865","regulation of apoptotic process in bone marrow cell",1,0,0.05,"1.00000",1,"BP"
"10499","GO:0071866","negative regulation of apoptotic process in bone marrow cell",1,0,0.05,"1.00000",1,"BP"
"10500","GO:0071873","response to norepinephrine",1,0,0.05,"1.00000",1,"BP"
"10501","GO:0071874","cellular response to norepinephrine stimulus",1,0,0.05,"1.00000",1,"BP"
"10502","GO:0071877","regulation of adenylate cyclase-inhibiting adrenergic receptor signaling pathway",1,0,0.05,"1.00000",1,"BP"
"10503","GO:0071878","negative regulation of adenylate cyclase-activating adrenergic receptor signaling pathway",12,0,0.57,"1.00000",1,"BP"
"10504","GO:0071879","positive regulation of adenylate cyclase-activating adrenergic receptor signaling pathway",1,0,0.05,"1.00000",1,"BP"
"10505","GO:0071881","adenylate cyclase-inhibiting adrenergic receptor signaling pathway",1,0,0.05,"1.00000",1,"BP"
"10506","GO:0071887","leukocyte apoptotic process",110,0,5.25,"1.00000",1,"BP"
"10507","GO:0071888","macrophage apoptotic process",18,0,0.86,"1.00000",1,"BP"
"10508","GO:0071895","odontoblast differentiation",5,0,0.24,"1.00000",1,"BP"
"10509","GO:0071907","determination of digestive tract left/right asymmetry",4,0,0.19,"1.00000",1,"BP"
"10510","GO:0071910","determination of liver left/right asymmetry",3,0,0.14,"1.00000",1,"BP"
"10511","GO:0071918","urea transmembrane transport",5,0,0.24,"1.00000",1,"BP"
"10512","GO:0071919","G-quadruplex DNA formation",3,0,0.14,"1.00000",1,"BP"
"10513","GO:0071921","cohesin loading",13,0,0.62,"1.00000",1,"BP"
"10514","GO:0071922","regulation of cohesin loading",3,0,0.14,"1.00000",1,"BP"
"10515","GO:0071926","endocannabinoid signaling pathway",6,0,0.29,"1.00000",1,"BP"
"10516","GO:0071931","positive regulation of transcription involved in G1/S transition of mitotic cell cycle",2,0,0.1,"1.00000",1,"BP"
"10517","GO:0071934","thiamine transmembrane transport",2,0,0.1,"1.00000",1,"BP"
"10518","GO:0071940","fungal-type cell wall assembly",1,0,0.05,"1.00000",1,"BP"
"10519","GO:0071947","protein deubiquitination involved in ubiquitin-dependent protein catabolic process",12,0,0.57,"1.00000",1,"BP"
"10520","GO:0071951","conversion of methionyl-tRNA to N-formyl-methionyl-tRNA",1,0,0.05,"1.00000",1,"BP"
"10521","GO:0071955","recycling endosome to Golgi transport",1,0,0.05,"1.00000",1,"BP"
"10522","GO:0071960","maintenance of mitotic sister chromatid cohesion, centromeric",2,0,0.1,"1.00000",1,"BP"
"10523","GO:0071962","mitotic sister chromatid cohesion, centromeric",6,0,0.29,"1.00000",1,"BP"
"10524","GO:0071963","establishment or maintenance of cell polarity regulating cell shape",6,0,0.29,"1.00000",1,"BP"
"10525","GO:0071971","extracellular exosome assembly",10,0,0.48,"1.00000",1,"BP"
"10526","GO:0071985","multivesicular body sorting pathway",51,0,2.43,"1.00000",1,"BP"
"10527","GO:0072002","Malpighian tubule development",3,0,0.14,"1.00000",1,"BP"
"10528","GO:0072003","kidney rudiment formation",5,0,0.24,"1.00000",1,"BP"
"10529","GO:0072004","kidney field specification",3,0,0.14,"1.00000",1,"BP"
"10530","GO:0072005","maintenance of kidney identity",2,0,0.1,"1.00000",1,"BP"
"10531","GO:0072007","mesangial cell differentiation",3,0,0.14,"1.00000",1,"BP"
"10532","GO:0072008","glomerular mesangial cell differentiation",3,0,0.14,"1.00000",1,"BP"
"10533","GO:0072010","glomerular epithelium development",35,0,1.67,"1.00000",1,"BP"
"10534","GO:0072011","glomerular endothelium development",5,0,0.24,"1.00000",1,"BP"
"10535","GO:0072012","glomerulus vasculature development",11,0,0.52,"1.00000",1,"BP"
"10536","GO:0072013","glomus development",1,0,0.05,"1.00000",1,"BP"
"10537","GO:0072014","proximal tubule development",2,0,0.1,"1.00000",1,"BP"
"10538","GO:0072015","podocyte development",27,0,1.29,"1.00000",1,"BP"
"10539","GO:0072017","distal tubule development",9,0,0.43,"1.00000",1,"BP"
"10540","GO:0072021","ascending thin limb development",5,0,0.24,"1.00000",1,"BP"
"10541","GO:0072023","thick ascending limb development",4,0,0.19,"1.00000",1,"BP"
"10542","GO:0072025","distal convoluted tubule development",4,0,0.19,"1.00000",1,"BP"
"10543","GO:0072033","renal vesicle formation",3,0,0.14,"1.00000",1,"BP"
"10544","GO:0072038","mesenchymal stem cell maintenance involved in nephron morphogenesis",1,0,0.05,"1.00000",1,"BP"
"10545","GO:0072044","collecting duct development",10,0,0.48,"1.00000",1,"BP"
"10546","GO:0072047","proximal/distal pattern formation involved in nephron development",3,0,0.14,"1.00000",1,"BP"
"10547","GO:0072048","renal system pattern specification",6,0,0.29,"1.00000",1,"BP"
"10548","GO:0072050","S-shaped body morphogenesis",1,0,0.05,"1.00000",1,"BP"
"10549","GO:0072051","juxtaglomerular apparatus development",4,0,0.19,"1.00000",1,"BP"
"10550","GO:0072053","renal inner medulla development",2,0,0.1,"1.00000",1,"BP"
"10551","GO:0072054","renal outer medulla development",2,0,0.1,"1.00000",1,"BP"
"10552","GO:0072070","loop of Henle development",5,0,0.24,"1.00000",1,"BP"
"10553","GO:0072074","kidney mesenchyme development",13,0,0.62,"1.00000",1,"BP"
"10554","GO:0072075","metanephric mesenchyme development",13,0,0.62,"1.00000",1,"BP"
"10555","GO:0072076","nephrogenic mesenchyme development",3,0,0.14,"1.00000",1,"BP"
"10556","GO:0072077","renal vesicle morphogenesis",9,0,0.43,"1.00000",1,"BP"
"10557","GO:0072079","nephron tubule formation",9,0,0.43,"1.00000",1,"BP"
"10558","GO:0072081","specification of nephron tubule identity",3,0,0.14,"1.00000",1,"BP"
"10559","GO:0072082","specification of proximal tubule identity",1,0,0.05,"1.00000",1,"BP"
"10560","GO:0072087","renal vesicle development",9,0,0.43,"1.00000",1,"BP"
"10561","GO:0072092","ureteric bud invasion",1,0,0.05,"1.00000",1,"BP"
"10562","GO:0072093","metanephric renal vesicle formation",1,0,0.05,"1.00000",1,"BP"
"10563","GO:0072095","regulation of branch elongation involved in ureteric bud branching",2,0,0.1,"1.00000",1,"BP"
"10564","GO:0072102","glomerulus morphogenesis",29,0,1.38,"1.00000",1,"BP"
"10565","GO:0072106","regulation of ureteric bud formation",2,0,0.1,"1.00000",1,"BP"
"10566","GO:0072107","positive regulation of ureteric bud formation",2,0,0.1,"1.00000",1,"BP"
"10567","GO:0072109","glomerular mesangium development",5,0,0.24,"1.00000",1,"BP"
"10568","GO:0072110","glomerular mesangial cell proliferation",4,0,0.19,"1.00000",1,"BP"
"10569","GO:0072111","cell proliferation involved in kidney development",17,0,0.81,"1.00000",1,"BP"
"10570","GO:0072112","podocyte differentiation",30,0,1.43,"1.00000",1,"BP"
"10571","GO:0072114","pronephros morphogenesis",8,0,0.38,"1.00000",1,"BP"
"10572","GO:0072124","regulation of glomerular mesangial cell proliferation",4,0,0.19,"1.00000",1,"BP"
"10573","GO:0072125","negative regulation of glomerular mesangial cell proliferation",1,0,0.05,"1.00000",1,"BP"
"10574","GO:0072126","positive regulation of glomerular mesangial cell proliferation",3,0,0.14,"1.00000",1,"BP"
"10575","GO:0072131","kidney mesenchyme morphogenesis",3,0,0.14,"1.00000",1,"BP"
"10576","GO:0072133","metanephric mesenchyme morphogenesis",3,0,0.14,"1.00000",1,"BP"
"10577","GO:0072134","nephrogenic mesenchyme morphogenesis",3,0,0.14,"1.00000",1,"BP"
"10578","GO:0072135","kidney mesenchymal cell proliferation",7,0,0.33,"1.00000",1,"BP"
"10579","GO:0072136","metanephric mesenchymal cell proliferation involved in metanephros development",7,0,0.33,"1.00000",1,"BP"
"10580","GO:0072143","mesangial cell development",3,0,0.14,"1.00000",1,"BP"
"10581","GO:0072144","glomerular mesangial cell development",3,0,0.14,"1.00000",1,"BP"
"10582","GO:0072148","epithelial cell fate commitment",15,0,0.72,"1.00000",1,"BP"
"10583","GO:0072156","distal tubule morphogenesis",4,0,0.19,"1.00000",1,"BP"
"10584","GO:0072158","proximal tubule morphogenesis",1,0,0.05,"1.00000",1,"BP"
"10585","GO:0072160","nephron tubule epithelial cell differentiation",35,0,1.67,"1.00000",1,"BP"
"10586","GO:0072161","mesenchymal cell differentiation involved in kidney development",7,0,0.33,"1.00000",1,"BP"
"10587","GO:0072162","metanephric mesenchymal cell differentiation",7,0,0.33,"1.00000",1,"BP"
"10588","GO:0072166","posterior mesonephric tubule development",1,0,0.05,"1.00000",1,"BP"
"10589","GO:0072170","metanephric tubule development",17,0,0.81,"1.00000",1,"BP"
"10590","GO:0072172","mesonephric tubule formation",4,0,0.19,"1.00000",1,"BP"
"10591","GO:0072173","metanephric tubule morphogenesis",1,0,0.05,"1.00000",1,"BP"
"10592","GO:0072176","nephric duct development",13,0,0.62,"1.00000",1,"BP"
"10593","GO:0072177","mesonephric duct development",1,0,0.05,"1.00000",1,"BP"
"10594","GO:0072178","nephric duct morphogenesis",5,0,0.24,"1.00000",1,"BP"
"10595","GO:0072182","regulation of nephron tubule epithelial cell differentiation",10,0,0.48,"1.00000",1,"BP"
"10596","GO:0072183","negative regulation of nephron tubule epithelial cell differentiation",7,0,0.33,"1.00000",1,"BP"
"10597","GO:0072189","ureter development",4,0,0.19,"1.00000",1,"BP"
"10598","GO:0072196","proximal/distal pattern formation involved in pronephric nephron development",3,0,0.14,"1.00000",1,"BP"
"10599","GO:0072198","mesenchymal cell proliferation involved in ureter development",2,0,0.1,"1.00000",1,"BP"
"10600","GO:0072199","regulation of mesenchymal cell proliferation involved in ureter development",2,0,0.1,"1.00000",1,"BP"
"10601","GO:0072202","cell differentiation involved in metanephros development",16,0,0.76,"1.00000",1,"BP"
"10602","GO:0072203","cell proliferation involved in metanephros development",9,0,0.43,"1.00000",1,"BP"
"10603","GO:0072205","metanephric collecting duct development",5,0,0.24,"1.00000",1,"BP"
"10604","GO:0072207","metanephric epithelium development",20,0,0.95,"1.00000",1,"BP"
"10605","GO:0072209","metanephric mesangial cell differentiation",2,0,0.1,"1.00000",1,"BP"
"10606","GO:0072210","metanephric nephron development",18,0,0.86,"1.00000",1,"BP"
"10607","GO:0072215","regulation of metanephros development",2,0,0.1,"1.00000",1,"BP"
"10608","GO:0072216","positive regulation of metanephros development",1,0,0.05,"1.00000",1,"BP"
"10609","GO:0072218","metanephric ascending thin limb development",5,0,0.24,"1.00000",1,"BP"
"10610","GO:0072221","metanephric distal convoluted tubule development",4,0,0.19,"1.00000",1,"BP"
"10611","GO:0072223","metanephric glomerular mesangium development",4,0,0.19,"1.00000",1,"BP"
"10612","GO:0072224","metanephric glomerulus development",8,0,0.38,"1.00000",1,"BP"
"10613","GO:0072233","metanephric thick ascending limb development",4,0,0.19,"1.00000",1,"BP"
"10614","GO:0072234","metanephric nephron tubule development",13,0,0.62,"1.00000",1,"BP"
"10615","GO:0072235","metanephric distal tubule development",5,0,0.24,"1.00000",1,"BP"
"10616","GO:0072236","metanephric loop of Henle development",5,0,0.24,"1.00000",1,"BP"
"10617","GO:0072237","metanephric proximal tubule development",1,0,0.05,"1.00000",1,"BP"
"10618","GO:0072239","metanephric glomerulus vasculature development",4,0,0.19,"1.00000",1,"BP"
"10619","GO:0072243","metanephric nephron epithelium development",16,0,0.76,"1.00000",1,"BP"
"10620","GO:0072244","metanephric glomerular epithelium development",3,0,0.14,"1.00000",1,"BP"
"10621","GO:0072248","metanephric podocyte differentiation",3,0,0.14,"1.00000",1,"BP"
"10622","GO:0072249","metanephric podocyte development",3,0,0.14,"1.00000",1,"BP"
"10623","GO:0072254","metanephric glomerular mesangial cell differentiation",2,0,0.1,"1.00000",1,"BP"
"10624","GO:0072255","metanephric glomerular mesangial cell development",2,0,0.1,"1.00000",1,"BP"
"10625","GO:0072257","metanephric nephron tubule epithelial cell differentiation",8,0,0.38,"1.00000",1,"BP"
"10626","GO:0072262","metanephric glomerular mesangial cell proliferation involved in metanephros development",2,0,0.1,"1.00000",1,"BP"
"10627","GO:0072273","metanephric nephron morphogenesis",11,0,0.52,"1.00000",1,"BP"
"10628","GO:0072274","metanephric glomerular basement membrane development",3,0,0.14,"1.00000",1,"BP"
"10629","GO:0072282","metanephric nephron tubule morphogenesis",1,0,0.05,"1.00000",1,"BP"
"10630","GO:0072283","metanephric renal vesicle morphogenesis",9,0,0.43,"1.00000",1,"BP"
"10631","GO:0072284","metanephric S-shaped body morphogenesis",1,0,0.05,"1.00000",1,"BP"
"10632","GO:0072287","metanephric distal tubule morphogenesis",1,0,0.05,"1.00000",1,"BP"
"10633","GO:0072298","regulation of metanephric glomerulus development",1,0,0.05,"1.00000",1,"BP"
"10634","GO:0072300","positive regulation of metanephric glomerulus development",1,0,0.05,"1.00000",1,"BP"
"10635","GO:0072301","regulation of metanephric glomerular mesangial cell proliferation",2,0,0.1,"1.00000",1,"BP"
"10636","GO:0072302","negative regulation of metanephric glomerular mesangial cell proliferation",1,0,0.05,"1.00000",1,"BP"
"10637","GO:0072303","positive regulation of glomerular metanephric mesangial cell proliferation",1,0,0.05,"1.00000",1,"BP"
"10638","GO:0072307","regulation of metanephric nephron tubule epithelial cell differentiation",8,0,0.38,"1.00000",1,"BP"
"10639","GO:0072308","negative regulation of metanephric nephron tubule epithelial cell differentiation",7,0,0.33,"1.00000",1,"BP"
"10640","GO:0072309","mesenchymal stem cell maintenance involved in metanephric nephron morphogenesis",1,0,0.05,"1.00000",1,"BP"
"10641","GO:0072310","glomerular epithelial cell development",27,0,1.29,"1.00000",1,"BP"
"10642","GO:0072311","glomerular epithelial cell differentiation",30,0,1.43,"1.00000",1,"BP"
"10643","GO:0072312","metanephric glomerular epithelial cell differentiation",3,0,0.14,"1.00000",1,"BP"
"10644","GO:0072313","metanephric glomerular epithelial cell development",3,0,0.14,"1.00000",1,"BP"
"10645","GO:0072318","clathrin coat disassembly",11,0,0.52,"1.00000",1,"BP"
"10646","GO:0072319","vesicle uncoating",12,0,0.57,"1.00000",1,"BP"
"10647","GO:0072334","UDP-galactose transmembrane transport",1,0,0.05,"1.00000",1,"BP"
"10648","GO:0072338","lactam metabolic process",2,0,0.1,"1.00000",1,"BP"
"10649","GO:0072376","protein activation cascade",10,0,0.48,"1.00000",1,"BP"
"10650","GO:0072378","blood coagulation, fibrin clot formation",8,0,0.38,"1.00000",1,"BP"
"10651","GO:0072382","minus-end-directed vesicle transport along microtubule",1,0,0.05,"1.00000",1,"BP"
"10652","GO:0072383","plus-end-directed vesicle transport along microtubule",13,0,0.62,"1.00000",1,"BP"
"10653","GO:0072385","minus-end-directed organelle transport along microtubule",6,0,0.29,"1.00000",1,"BP"
"10654","GO:0072386","plus-end-directed organelle transport along microtubule",13,0,0.62,"1.00000",1,"BP"
"10655","GO:0072387","flavin adenine dinucleotide metabolic process",3,0,0.14,"1.00000",1,"BP"
"10656","GO:0072388","flavin adenine dinucleotide biosynthetic process",1,0,0.05,"1.00000",1,"BP"
"10657","GO:0072389","flavin adenine dinucleotide catabolic process",2,0,0.1,"1.00000",1,"BP"
"10658","GO:0072393","microtubule anchoring at microtubule organizing center",25,0,1.19,"1.00000",1,"BP"
"10659","GO:0072396","response to cell cycle checkpoint signaling",6,0,0.29,"1.00000",1,"BP"
"10660","GO:0072402","response to DNA integrity checkpoint signaling",6,0,0.29,"1.00000",1,"BP"
"10661","GO:0072423","response to DNA damage checkpoint signaling",6,0,0.29,"1.00000",1,"BP"
"10662","GO:0072429","response to intra-S DNA damage checkpoint signaling",2,0,0.1,"1.00000",1,"BP"
"10663","GO:0072488","ammonium transmembrane transport",5,0,0.24,"1.00000",1,"BP"
"10664","GO:0072497","mesenchymal stem cell differentiation",10,0,0.48,"1.00000",1,"BP"
"10665","GO:0072498","embryonic skeletal joint development",2,0,0.1,"1.00000",1,"BP"
"10666","GO:0072520","seminiferous tubule development",13,0,0.62,"1.00000",1,"BP"
"10667","GO:0072526","pyridine-containing compound catabolic process",6,0,0.29,"1.00000",1,"BP"
"10668","GO:0072529","pyrimidine-containing compound catabolic process",22,0,1.05,"1.00000",1,"BP"
"10669","GO:0072530","purine-containing compound transmembrane transport",18,0,0.86,"1.00000",1,"BP"
"10670","GO:0072531","pyrimidine-containing compound transmembrane transport",15,0,0.72,"1.00000",1,"BP"
"10671","GO:0072535","tumor necrosis factor (ligand) superfamily member 11 production",1,0,0.05,"1.00000",1,"BP"
"10672","GO:0072537","fibroblast activation",11,0,0.52,"1.00000",1,"BP"
